========================================
🚀 自动训练开始: Tue Mar 31 08:00:01 +08 2026
========================================
📦 激活虚拟环境...
🧠 开始训练...
/home/xj/Desktop/xj_code/autoresearch/.venv_pip/lib/python3.13/site-packages/torch/cuda/__init__.py:283: UserWarning: 
    Found GPU0 NVIDIA GB10 which is of cuda capability 12.1.
    Minimum and Maximum cuda capability supported by this version of PyTorch is
    (8.0) - (12.0)
    
  warnings.warn(
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 2,097,152
  lm_head                 : 1,048,576
  transformer_matrices    : 786,560
  scalars                 : 8
  total                   : 4,980,872
Estimated FLOPs per token: 2.359373e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011129 | lrm: 1.00 | dt: 1294ms | tok/sec: 50,639 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.065706 | lrm: 1.00 | dt: 571ms | tok/sec: 114,708 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.956146 | lrm: 1.00 | dt: 564ms | tok/sec: 116,104 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.743774 | lrm: 1.00 | dt: 572ms | tok/sec: 114,540 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.479422 | lrm: 1.00 | dt: 553ms | tok/sec: 118,437 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.218262 | lrm: 1.00 | dt: 552ms | tok/sec: 118,716 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.972892 | lrm: 1.00 | dt: 544ms | tok/sec: 120,450 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.740177 | lrm: 1.00 | dt: 552ms | tok/sec: 118,743 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.536707 | lrm: 1.00 | dt: 551ms | tok/sec: 118,902 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.361717 | lrm: 1.00 | dt: 544ms | tok/sec: 120,434 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.210093 | lrm: 1.00 | dt: 551ms | tok/sec: 118,922 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.076471 | lrm: 1.00 | dt: 548ms | tok/sec: 119,643 | mfu: 0.3% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.956915 | lrm: 1.00 | dt: 550ms | tok/sec: 119,211 | mfu: 0.3% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.850111 | lrm: 1.00 | dt: 547ms | tok/sec: 119,853 | mfu: 0.3% | epoch: 1 | remaining: 298s    
step 00014 (0.5%) | loss: 6.749774 | lrm: 1.00 | dt: 543ms | tok/sec: 120,658 | mfu: 0.3% | epoch: 1 | remaining: 298s    
step 00015 (0.7%) | loss: 6.662231 | lrm: 1.00 | dt: 540ms | tok/sec: 121,334 | mfu: 0.3% | epoch: 1 | remaining: 297s    
step 00016 (0.9%) | loss: 6.582719 | lrm: 1.00 | dt: 550ms | tok/sec: 119,175 | mfu: 0.3% | epoch: 1 | remaining: 297s    
step 00017 (1.1%) | loss: 6.510773 | lrm: 1.00 | dt: 546ms | tok/sec: 120,138 | mfu: 0.3% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 6.445760 | lrm: 1.00 | dt: 544ms | tok/sec: 120,427 | mfu: 0.3% | epoch: 1 | remaining: 296s    
step 00019 (1.5%) | loss: 6.381823 | lrm: 1.00 | dt: 545ms | tok/sec: 120,289 | mfu: 0.3% | epoch: 1 | remaining: 295s    
step 00020 (1.6%) | loss: 6.324688 | lrm: 1.00 | dt: 547ms | tok/sec: 119,736 | mfu: 0.3% | epoch: 1 | remaining: 295s    
step 00021 (1.8%) | loss: 6.269097 | lrm: 1.00 | dt: 543ms | tok/sec: 120,622 | mfu: 0.3% | epoch: 1 | remaining: 294s    
step 00022 (2.0%) | loss: 6.216649 | lrm: 1.00 | dt: 546ms | tok/sec: 119,998 | mfu: 0.3% | epoch: 1 | remaining: 293s    
step 00023 (2.2%) | loss: 6.166519 | lrm: 1.00 | dt: 551ms | tok/sec: 118,955 | mfu: 0.3% | epoch: 1 | remaining: 293s    
step 00024 (2.4%) | loss: 6.124747 | lrm: 1.00 | dt: 543ms | tok/sec: 120,623 | mfu: 0.3% | epoch: 1 | remaining: 292s    
step 00025 (2.5%) | loss: 6.084597 | lrm: 1.00 | dt: 549ms | tok/sec: 119,316 | mfu: 0.3% | epoch: 1 | remaining: 292s    
step 00026 (2.7%) | loss: 6.047823 | lrm: 1.00 | dt: 542ms | tok/sec: 120,941 | mfu: 0.3% | epoch: 1 | remaining: 291s    
step 00027 (2.9%) | loss: 6.012903 | lrm: 1.00 | dt: 552ms | tok/sec: 118,817 | mfu: 0.3% | epoch: 1 | remaining: 291s    
step 00028 (3.1%) | loss: 5.976809 | lrm: 1.00 | dt: 543ms | tok/sec: 120,726 | mfu: 0.3% | epoch: 1 | remaining: 290s    
step 00029 (3.3%) | loss: 5.945159 | lrm: 1.00 | dt: 543ms | tok/sec: 120,746 | mfu: 0.3% | epoch: 1 | remaining: 290s    
step 00030 (3.5%) | loss: 5.919345 | lrm: 1.00 | dt: 544ms | tok/sec: 120,378 | mfu: 0.3% | epoch: 1 | remaining: 289s    
step 00031 (3.6%) | loss: 5.893025 | lrm: 1.00 | dt: 547ms | tok/sec: 119,831 | mfu: 0.3% | epoch: 1 | remaining: 289s    
step 00032 (3.8%) | loss: 5.870239 | lrm: 1.00 | dt: 551ms | tok/sec: 118,979 | mfu: 0.3% | epoch: 1 | remaining: 288s    
step 00033 (4.0%) | loss: 5.847864 | lrm: 1.00 | dt: 540ms | tok/sec: 121,292 | mfu: 0.3% | epoch: 1 | remaining: 287s    
step 00034 (4.2%) | loss: 5.822001 | lrm: 1.00 | dt: 548ms | tok/sec: 119,634 | mfu: 0.3% | epoch: 1 | remaining: 287s    
step 00035 (4.4%) | loss: 5.796781 | lrm: 1.00 | dt: 544ms | tok/sec: 120,551 | mfu: 0.3% | epoch: 1 | remaining: 286s    
step 00036 (4.5%) | loss: 5.776567 | lrm: 1.00 | dt: 552ms | tok/sec: 118,772 | mfu: 0.3% | epoch: 1 | remaining: 286s    
step 00037 (4.7%) | loss: 5.753701 | lrm: 1.00 | dt: 560ms | tok/sec: 117,063 | mfu: 0.3% | epoch: 1 | remaining: 285s    
step 00038 (4.9%) | loss: 5.735503 | lrm: 1.00 | dt: 571ms | tok/sec: 114,709 | mfu: 0.3% | epoch: 1 | remaining: 285s    
step 00039 (5.1%) | loss: 5.710183 | lrm: 1.00 | dt: 577ms | tok/sec: 113,649 | mfu: 0.3% | epoch: 1 | remaining: 284s    
step 00040 (5.3%) | loss: 5.693937 | lrm: 1.00 | dt: 568ms | tok/sec: 115,421 | mfu: 0.3% | epoch: 1 | remaining: 284s    
step 00041 (5.5%) | loss: 5.675216 | lrm: 1.00 | dt: 581ms | tok/sec: 112,749 | mfu: 0.3% | epoch: 1 | remaining: 283s    
step 00042 (5.7%) | loss: 5.656134 | lrm: 1.00 | dt: 565ms | tok/sec: 115,962 | mfu: 0.3% | epoch: 1 | remaining: 282s    
step 00043 (5.9%) | loss: 5.640024 | lrm: 1.00 | dt: 576ms | tok/sec: 113,828 | mfu: 0.3% | epoch: 1 | remaining: 282s    
step 00044 (6.1%) | loss: 5.624628 | lrm: 1.00 | dt: 572ms | tok/sec: 114,539 | mfu: 0.3% | epoch: 1 | remaining: 281s    
step 00045 (6.3%) | loss: 5.603995 | lrm: 1.00 | dt: 573ms | tok/sec: 114,374 | mfu: 0.3% | epoch: 1 | remaining: 281s    
step 00046 (6.4%) | loss: 5.589653 | lrm: 1.00 | dt: 573ms | tok/sec: 114,405 | mfu: 0.3% | epoch: 1 | remaining: 280s    
step 00047 (6.6%) | loss: 5.568416 | lrm: 1.00 | dt: 569ms | tok/sec: 115,173 | mfu: 0.3% | epoch: 1 | remaining: 280s    
step 00048 (6.8%) | loss: 5.549667 | lrm: 1.00 | dt: 569ms | tok/sec: 115,248 | mfu: 0.3% | epoch: 1 | remaining: 279s    
step 00049 (7.0%) | loss: 5.533038 | lrm: 1.00 | dt: 571ms | tok/sec: 114,741 | mfu: 0.3% | epoch: 1 | remaining: 278s    
step 00050 (7.2%) | loss: 5.510220 | lrm: 1.00 | dt: 577ms | tok/sec: 113,616 | mfu: 0.3% | epoch: 1 | remaining: 278s    
step 00051 (7.4%) | loss: 5.486021 | lrm: 1.00 | dt: 569ms | tok/sec: 115,275 | mfu: 0.3% | epoch: 1 | remaining: 277s    
step 00052 (7.6%) | loss: 5.470832 | lrm: 1.00 | dt: 571ms | tok/sec: 114,733 | mfu: 0.3% | epoch: 1 | remaining: 277s    
step 00053 (7.8%) | loss: 5.452718 | lrm: 1.00 | dt: 577ms | tok/sec: 113,515 | mfu: 0.3% | epoch: 1 | remaining: 276s    
step 00054 (8.0%) | loss: 5.440104 | lrm: 1.00 | dt: 565ms | tok/sec: 115,908 | mfu: 0.3% | epoch: 1 | remaining: 276s    
step 00055 (8.2%) | loss: 5.426863 | lrm: 1.00 | dt: 574ms | tok/sec: 114,263 | mfu: 0.3% | epoch: 1 | remaining: 275s    
